segment_id,segment_name,candidate_index,complexity,pysr_loss,pysr_score,equation,expression_for_eval,eval_status,raw_prediction_min,raw_prediction_max,num_clipped,rmse,mae,max_abs_error,r2,evaluation_split
1,low_100_700,11,18,0.0005099468,0.0225000827224503,(((7006.818 / (sqrt(sigma) / -0.003959215)) + 0.46363455) * (phi / ((261.13663 / f) + 0.11672891))) + -0.09065534,phi*(0.46363455 - 27.74149892787/sqrt(sigma))/(0.11672891 + 261.13663/f) - 0.09065534,ok,-0.009424356042888368,0.5897365736621638,10,0.02231352176984666,0.016904795645113026,0.14604171409906797,0.980126174473646,validation
1,low_100_700,12,20,0.0005097245,0.0002180114351771,(((((7006.818 / (sqrt(sigma) / -0.003959215)) + 0.46363455) * phi) / ((261.13663 / f) + 0.11672891)) + -0.09065534) + lambda_prime,lambda_prime + phi*(0.46363455 - 27.74149892787/sqrt(sigma))/(0.11672891 + 261.13663/f) - 0.09065534,ok,-0.009306535579253608,0.5899612943836348,10,0.022312737347926728,0.01688967806825226,0.14591806001075447,0.9801275717600553,validation
1,low_100_700,13,21,0.00044235153,0.1417655009584655,((2647.5178 / sqrt(sigma)) / -142.56775) + (0.16616368 / ((147.17175 / f) + ((1710.1018 / sigma) + sqrt(k0_prime * sigma)))),0.16616368/(sqrt(k0_prime*sigma) + 1710.1018/sigma + 147.17175/f) - 18.5702432703048/sqrt(sigma),ok,-0.044751737020249205,0.6170606673643892,32,0.02024608379756841,0.01518802684087395,0.15088674572667193,0.9836383427350283,validation
1,low_100_700,14,23,0.0004411318,0.0013805928573094,((2647.5178 / sqrt(sigma)) / -142.56775) + (0.16616368 / ((147.17175 / f) + (sqrt((1.1406198 * k0_prime) * sigma) + (1710.1018 / sigma)))),0.16616368/(1.06799803370606*sqrt(k0_prime*sigma) + 1710.1018/sigma + 147.17175/f) - 18.5702432703048/sqrt(sigma),ok,-0.044797096062092964,0.6155420704058193,32,0.020175460559947053,0.015181105179286622,0.15188498826175195,0.9837522904856794,validation
1,low_100_700,15,24,0.00044001537,0.0025340388880006,(phi * ((-13.143061 / (((sqrt(sigma) * sqrt(k0_prime)) + (136.69034 / f)) + (1514.8701 / sigma))) + (1601.0461 / sqrt(sigma)))) / -78.25189,-0.0127792440540414*phi*(-13.143061/(sqrt(k0_prime)*sqrt(sigma) + 1514.8701/sigma + 136.69034/f) + 1601.0461/sqrt(sigma)),ok,-0.04637010740781636,0.6177065678160032,34,0.020175280715891624,0.01525233449451821,0.14598263712482334,0.9837525801485536,validation
1,low_100_700,16,25,0.00043896667,0.0023861704787313,((phi * 0.18031645) / ((1710.102 / (f + sigma)) + ((147.1972 / f) + sqrt(k0_prime * sigma)))) + ((2647.5178 / sqrt(sigma)) / -142.78296),0.18031645*phi/(sqrt(k0_prime*sigma) + 1710.102/(f + sigma) + 147.1972/f) - 18.5422532212527/sqrt(sigma),ok,-0.04466858232930879,0.616299404608948,32,0.020185797686839264,0.015220997158972958,0.14481598768146764,0.9837356368225629,validation
1,low_100_700,17,27,0.00042232376,0.0193256319822821,((((phi * -10.17244) / ((sqrt(k0_prime) * sqrt(sigma)) + ((117.26363 / f) + (1239.0286 / sigma)))) + (1507.8291 / sqrt(sigma))) / -70.670525) + sqrt(lambda_prime),sqrt(lambda_prime) + 0.143941763557013*phi/(sqrt(k0_prime)*sqrt(sigma) + 1239.0286/sigma + 117.26363/f) - 21.3360393176646/sqrt(sigma),ok,-0.05559454396649288,0.6207507521575347,36,0.01960750172149724,0.01448680670555845,0.1511937460485373,0.9846541921977093,validation
2,midlow_700_1000,1,1,0.004307948,0.0,0.60987306,0.609873060000000,ok,0.60987306,0.60987306,0,0.06288617100595627,0.048312145205902365,0.27074191063896136,-9.855735140718025e-05,validation
2,midlow_700_1000,2,3,0.0026577185,0.2414968203345626,f * 0.00072474784,f*0.00072474784,ok,0.5096242747936508,0.7063415456507937,0,0.04937733614904076,0.03864808560353385,0.17885056135651267,0.3834223059497561,validation
2,midlow_700_1000,3,4,0.002486735,0.0664974429230231,sqrt(f) * 0.021107737,0.021107737*sqrt(f),ok,0.5597231410836967,0.6589547382081087,0,0.04688992249203915,0.03426396712358529,0.22166023243085264,0.4439785757664727,validation
2,midlow_700_1000,4,5,0.0023196123,0.0695705454182803,(-353.8588 / f) - -1.0362668,-1*(-1.0362668) - 353.8588/f,ok,0.5330364523702031,0.6731869237785015,0,0.04537099667268306,0.03373870288705447,0.2074280468604598,0.47941801469888456,validation
2,midlow_700_1000,5,6,0.0023184337,0.0005082312790209,(sqrt(f) * 0.029748116) + -0.25059238,0.029748116*sqrt(f) - 0.25059238,ok,0.5382514893755836,0.6781031969329725,0,0.04536794246545041,0.03372207454552855,0.20251177370598883,0.4794880996371056,validation
2,midlow_700_1000,6,7,0.002245738,0.0318576306790237,f * (0.00083968166 - (0.00017220885 / alpha_infinity)),f*(0.00083968166 - 0.00017220885/alpha_infinity),ok,0.46960158086460063,0.7374466060422421,0,0.04732346098152259,0.03678690881596384,0.15293987451890867,0.43364923138525824,validation
2,midlow_700_1000,7,8,0.0017607636,0.2432866190916198,((alpha_infinity / sqrt(lambda_var)) + f) * 0.00060478994,0.00060478994*alpha_infinity/sqrt(lambda_var) + 0.00060478994*f,ok,0.47733743485021596,0.7836871489347418,0,0.04133993712589351,0.032024366788340926,0.13605611430947118,0.5678125817303272,validation
2,midlow_700_1000,8,10,0.0016959457,0.0187535291235364,(((alpha_infinity / sqrt(lambda_var)) + f) * 0.00052280654) + 0.08334081,0.00052280654*alpha_infinity/sqrt(lambda_var) + 0.00052280654*f + 0.08334081,ok,0.4959719009313684,0.760793822490646,0,0.039770604305459104,0.030304640512974806,0.1521580214384085,0.6000028691231619,validation
2,midlow_700_1000,9,11,0.0016612649,0.0206612201929058,1.1095855 - (514.7678 / ((alpha_infinity / sqrt(sqrt(k0_prime))) + f)),1.1095855 - 514.7678/(alpha_infinity/k0_prime**(1/4) + f),ok,0.47497894768967985,0.766109786001959,0,0.04171862367723159,0.03009781317939905,0.22232146907483707,0.5598583767315473,validation
2,midlow_700_1000,10,13,0.0016332675,0.0084983453205617,1.1088477 - (489.99582 / (((alpha_infinity + -0.3747893) / sqrt(sqrt(k0_prime))) + f)),1.1088477 - 489.99582/(f + (alpha_infinity - 0.3747893)/k0_prime**(1/4)),ok,0.47331180697651065,0.7588277289912921,0,0.04123174924946636,0.029936539625340947,0.20849352380293917,0.5700717170568704,validation
2,midlow_700_1000,11,14,0.0014007395,0.153582298062841,((f + sqrt(0.9497573 / sqrt(k0_prime))) + (alpha_infinity / sqrt(lambda_var))) * 0.00053791417,0.00053791417*alpha_infinity/sqrt(lambda_var) + 0.00053791417*f + 0.000524226903092501/k0_prime**(1/4),ok,0.48073367926976873,0.7837403917283077,0,0.03671944925671138,0.027971953860056582,0.1667039283568088,0.6590232134206516,validation
2,midlow_700_1000,12,16,0.0013985535,0.0007809116245986,(((f + sqrt(sqrt(phi / k0_prime))) + (alpha_infinity / sqrt(lambda_var))) * 0.00052332506) + 0.016343096,0.00052332506*alpha_infinity/sqrt(lambda_var) + 0.00052332506*f + 0.00052332506*(phi/k0_prime)**(1/4) + 0.016343096,ok,0.4843085531757695,0.7794772688171063,0,0.03651862473192374,0.027617157667805665,0.16684484752931572,0.6627427270875157,validation
2,midlow_700_1000,13,17,0.0013928789,0.0040657318564062,0.52676845 / (988.35425 / ((alpha_infinity / sqrt(lambda_var)) + (f + sqrt(sqrt(sqrt(alpha_infinity) / k0_prime))))),0.000532975347654953*alpha_infinity/sqrt(lambda_var) + 0.000532975347654953*f + 0.000532975347654953*(sqrt(alpha_infinity)/k0_prime)**(1/4),ok,0.47782770091580873,0.7905534464240767,0,0.037241106263449335,0.02839941174696536,0.1759240993424832,0.64926618195211,validation
2,midlow_700_1000,14,18,0.0011263741,0.2123690437959349,(((f + sqrt(sqrt(alpha_infinity / k0_prime))) + (alpha_infinity / sqrt(lambda_var))) * 0.00055489433) + (-1269.215 / sigma),0.00055489433*alpha_infinity/sqrt(lambda_var) + 0.00055489433*f + 0.00055489433*(alpha_infinity/k0_prime)**(1/4) - 1269.215/sigma,ok,0.4419829075079135,0.8127897521134717,0,0.03535902199293736,0.02715524261370652,0.14569756979330206,0.6838210269463001,validation
2,midlow_700_1000,15,19,0.0011221074,0.0037951881047421,(-1269.215 / sigma) + (((sqrt(sqrt(sqrt(alpha_infinity) / k0_prime)) + f) + (alpha_infinity / sqrt(lambda_var))) * 0.00055864546),0.00055864546*alpha_infinity/sqrt(lambda_var) + 0.00055864546*f + 0.00055864546*(sqrt(alpha_infinity)/k0_prime)**(1/4) - 1269.215/sigma,ok,0.44397637438659704,0.8065745981640624,0,0.03466203635617603,0.02657298689115577,0.14558012759412797,0.6961630114059469,validation
2,midlow_700_1000,16,20,0.001098553,0.02121466515556,((((alpha_infinity / sqrt(lambda_var)) + (sqrt(sqrt(alpha_infinity / k0_prime)) + f)) * 0.00050586433) + 0.05797442) - (1313.2313 / sigma),0.00050586433*alpha_infinity/sqrt(lambda_var) + 0.00050586433*f + 0.00050586433*(alpha_infinity/k0_prime)**(1/4) + 0.05797442 - 1313.2313/sigma,ok,0.4517357722725785,0.7962331328922773,0,0.03418807940435069,0.02590844892216034,0.15719798670382734,0.704415331565112,validation
2,midlow_700_1000,17,22,0.0010982977,0.000116211812277,(((((alpha_infinity / sqrt(lambda_var)) + (sqrt(sqrt(alpha_infinity / k0_prime)) + f)) * 0.00050570554) + 0.057333324) - (1269.272 / sigma)) - lambda_prime,0.00050570554*alpha_infinity/sqrt(lambda_var) + 0.00050570554*f - lambda_prime + 0.00050570554*(alpha_infinity/k0_prime)**(1/4) + 0.057333324 - 1269.272/sigma,ok,0.4533959055159684,0.795860943769073,0,0.034157228095192615,0.025896057457134896,0.15533832274272752,0.7049485618358733,validation
2,midlow_700_1000,18,24,0.0010823585,0.0073094896246861,(1.197275 - (608.791 / (f + ((sqrt(0.6733052 / lambda_var) * alpha_infinity) + sqrt(sqrt(0.9705088 / k0_prime)))))) - ((2070.981 / alpha_infinity) / sigma),1.197275 - 608.791/(0.82055176558216*alpha_infinity*sqrt(1/lambda_var) + f + 0.992544230944118*(1/k0_prime)**(1/4)) - 2070.981/(alpha_infinity*sigma),ok,0.4237129484684665,0.7504059888045631,0,0.033784795253618875,0.02534856581719893,0.1715432406817643,0.7113476625127424,validation
2,midlow_700_1000,19,26,0.0010730254,0.0043301605494527,(1.1997302 - (608.7902 / ((sqrt(1.0078877 / sqrt(k0_prime)) + (alpha_infinity * (0.8094489 / sqrt(lambda_var)))) + f))) - ((2070.981 / alpha_infinity) / (sigma - 2070.981)),1.1997302 - 608.7902/(0.8094489*alpha_infinity/sqrt(lambda_var) + f + 1.00393610354444/k0_prime**(1/4)) - 2070.981/(alpha_infinity*(sigma - 2070.981)),ok,0.4122650407362936,0.7527169073822418,0,0.033798982160082806,0.025342953969528348,0.17539046757493426,0.7111051899161043,validation
2,midlow_700_1000,20,27,0.0010693199,0.0034592964030831,log((2.8840764 - (1130.0731 / ((f + (sqrt(0.6630882 / lambda_var) * alpha_infinity)) + sqrt(1.6588044 / sqrt(k0_prime))))) - ((2731.3682 / alpha_infinity) / (sigma - 3377.969))),log(2.8840764 - 1130.0731/(0.814302278027024*alpha_infinity*sqrt(1/lambda_var) + f + 1.28794580631329/k0_prime**(1/4)) - 2731.3682/(alpha_infinity*(sigma - 3377.969))),ok,0.41205840852473635,0.7431676214518128,0,0.03351945146258681,0.02468077661454262,0.18296157513497502,0.7158639740667881,validation
3,midhigh_1000_1300,1,1,0.0046408046,0.0,0.73534185,0.735341850000000,ok,0.73534185,0.73534185,0,0.06500346147550964,0.05066294558201651,0.2449978545523951,-0.002992986369532824,validation
3,midhigh_1000_1300,2,3,0.004615788,0.002702577718116,f * 0.0006429305,f*0.0006429305,ok,0.6459920738095238,0.8205017809523809,0,0.06575802581899658,0.051074127481850515,0.25095871401787784,-0.02641375044712424,validation
3,midhigh_1000_1300,3,4,0.003650286,0.2346770802523067,7.921322 / log(sigma),7.921322/log(sigma),ok,0.6915802543352052,0.8209311244535744,0,0.05542795248508443,0.04157723354400697,0.2677186893924547,0.27073965140107303,validation
3,midhigh_1000_1300,4,6,0.0029116108,0.1130495265666426,(alpha_infinity + 6.3607106) / log(sigma),(alpha_infinity + 6.3607106)/log(sigma),ok,0.6495952359742078,0.8562422714851489,0,0.05079294191104852,0.03915733218864592,0.23243586005919958,0.3876049604489513,validation
3,midhigh_1000_1300,5,8,0.0028313685,0.0139731519389192,(3.8662164 - (f * -0.0035556292)) / log(sigma),(0.0035556292*f + 3.8662164)/log(sigma),ok,0.6494511150442941,0.8709409619879447,0,0.048225557050193796,0.035914365483766746,0.21819085886117895,0.4479487031837398,validation
3,midhigh_1000_1300,6,10,0.0023775587,0.0873429793725727,(6.089323 - ((f * alpha_infinity) * -0.0010292686)) / log(sigma),(0.0010292686*alpha_infinity*f + 6.089323)/log(sigma),ok,0.6290103888326841,0.8928585025272784,0,0.04645434227556059,0.03608036205125808,0.2106911785473774,0.48775519847540083,validation
3,midhigh_1000_1300,7,12,0.0020045752,0.0853210184730877,0.6072322 - (alpha_infinity * ((f / sqrt(sigma * lambda_var)) * -0.00014282517)),0.00014282517*alpha_infinity*f/sqrt(lambda_var*sigma) + 0.6072322,ok,0.6511002446674369,0.9829265483112806,0,0.04177424125581194,0.032757628684311875,0.19054150203098663,0.5857695030763541,validation
3,midhigh_1000_1300,8,13,0.00167079,0.1821355995204941,(((alpha_infinity * 0.0044789873) / sqrt(lambda_var * sigma)) - -0.01826764) * sqrt(f),sqrt(f)*(0.0044789873*alpha_infinity/sqrt(lambda_var*sigma) + 0.01826764),ok,0.6224474830616941,0.9823906879447944,0,0.03763673939120614,0.029435890670317343,0.1609848243597558,0.6637603596768246,validation
3,midhigh_1000_1300,9,15,0.001661086,0.0029124815684024,(((0.0044805165 * alpha_infinity) / sqrt(lambda_var * (sigma + f))) - -0.018277248) * sqrt(f),sqrt(f)*(0.0044805165*alpha_infinity/sqrt(lambda_var*(f + sigma)) + 0.018277248),ok,0.6225041751789862,0.9700570204335567,0,0.03760179070418652,0.02965586885969,0.157736569224468,0.6643845199104124,validation
3,midhigh_1000_1300,10,17,0.0016400156,0.0063829256716837,((-0.060228497 - ((alpha_infinity * -0.00015558109) * f)) / sqrt(sigma * lambda_var)) - (sqrt(f) * -0.018547755),0.018547755*sqrt(f) + (0.00015558109*alpha_infinity*f - 0.060228497)/sqrt(lambda_var*sigma),ok,0.6175698903059097,1.002232934609816,1,0.03838922692094907,0.0302454389154099,0.13836015214869024,0.6501807844671272,validation
3,midhigh_1000_1300,11,18,0.0016329648,0.004308495649455,sqrt(f) * ((((alpha_infinity / sqrt(sigma * lambda_var)) * 0.0044693053) - -0.018530212) - (lambda_prime + sqrt(k0_prime))),sqrt(f)*(0.0044693053*alpha_infinity/sqrt(lambda_var*sigma) - sqrt(k0_prime) - lambda_prime + 0.018530212),ok,0.6191553067747149,0.9839283511435161,0,0.03711403200446345,0.028948485057812966,0.16199872099388546,0.6730350463106934,validation
3,midhigh_1000_1300,12,21,0.0013528917,0.0627176522324999,(-0.024402795 - (1.425743e-7 / lambda_var)) * ((alpha_infinity * (-5.1706696 + sqrt(sqrt(k0_prime) * sigma))) + (log(sigma) - sqrt(f))),(-0.024402795 - 1.425743e-7/lambda_var)*(alpha_infinity*(sqrt(sqrt(k0_prime)*sigma) - 5.1706696) - sqrt(f) + log(sigma)),ok,0.5867473551627038,0.9195424177090666,0,0.03547330987071211,0.027690433645989866,0.14243615114606245,0.7013047241011778,validation
3,midhigh_1000_1300,13,23,0.0013509116,0.0007323389071939,(-0.024402795 - (1.425743e-7 / lambda_var)) * (log(sigma) + ((alpha_infinity * (-5.1706696 + sqrt(sqrt(k0_prime / phi) * sigma))) - sqrt(f))),(-0.024402795 - 1.425743e-7/lambda_var)*(alpha_infinity*(sqrt(sigma*sqrt(k0_prime/phi)) - 5.1706696) - sqrt(f) + log(sigma)),ok,0.5853530256965486,0.9176871561130147,0,0.03547147465162604,0.02786505750434351,0.1416194669319646,0.7013356294265262,validation
3,midhigh_1000_1300,14,25,0.0013425496,0.0031045655549869,(0.024483602 - (-1.4513542e-7 / lambda_var)) * (sqrt(f - -0.631825) - (((sqrt(sqrt(k0_prime) * (sigma / phi)) + -5.170604) * alpha_infinity) + log(sigma))),(0.024483602 + 1.4513542e-7/lambda_var)*(-alpha_infinity*(sqrt(sqrt(k0_prime)*sigma/phi) - 5.170604) + sqrt(f + 0.631825) - log(sigma)),ok,0.5864657000832959,0.9207201734849868,0,0.03522892400453418,0.027405517743230738,0.14382777349805176,0.7054061432032463,validation
4,highlow_1300_1650,1,1,0.0065146517,0.0,0.8157377,0.815737700000000,ok,0.8157377,0.8157377,0,0.07721238731957042,0.06280206833182235,0.18374911869667543,-0.00916140057231929,validation
4,highlow_1300_1650,2,3,0.006513891,5.838719021615342e-05,0.8158416 - lambda_var,0.8158416 - lambda_var,ok,0.8156954746968367,0.8158001705076932,0,0.07721044905228575,0.06280279879705222,0.18374541871350214,-0.00911073512744709,validation
4,highlow_1300_1650,3,4,0.006310781,0.0316775328391543,sqrt(f) * 0.021263534,0.021263534*sqrt(f),ok,0.7685375451509776,0.8606072885999626,0,0.07616277114566156,0.06137928242332997,0.21760399812283326,0.018088957193761246,validation
4,highlow_1300_1650,4,5,0.0017531355,1.2808535416690328,(sigma * -2.973024e-6) + 0.9779511,0.9779511 + sigma*(-2.973024e-6),ok,0.6976767194470226,0.9318417250453052,0,0.03825253186329866,0.028189833296931963,0.2193831415848243,0.7523108168648089,validation
4,highlow_1300_1650,5,6,0.0017382554,0.0085239324509339,sqrt((sigma * -4.5540214e-6) + 0.9154996),sqrt(0.9154996 - 4.5540214e-6*sigma),ok,0.6972665595575724,0.9191681781910781,0,0.03818869026102795,0.028425462589816847,0.20745720163662196,0.7531368891842327,validation
4,highlow_1300_1650,6,7,0.0017366507,0.0009235933679306,sqrt((sigma * -4.5540214e-6) + sqrt(0.84195083)),sqrt(0.917578786807978 - 4.5540214e-6*sigma),ok,0.6987559244008109,0.9202984986443711,0,0.03829361855216801,0.028536081623444582,0.2085921866734799,0.7517784498149702,validation
4,highlow_1300_1650,7,8,0.0017201897,0.0095237977554723,(sigma * -2.9711455e-6) + (0.9874252 - sqrt(lambda_var)),-sqrt(lambda_var) - 2.9711455e-6*sigma + 0.9874252,ok,0.6966828702960153,0.9343975216373459,0,0.037796200358315594,0.027869109364503045,0.21848682268907116,0.7581851571650868,validation
4,highlow_1300_1650,8,9,0.001228972,0.3362565278673006,(-0.16380624 / alpha_infinity) + (1.0872287 + (sigma * -2.9721782e-6)),sigma*(-2.9721782e-6) + 1.0872287 - 0.16380624/alpha_infinity,ok,0.6608162553837048,0.9534648517317479,0,0.03188372534201977,0.024127228835327606,0.19406063442317212,0.8279222224550904,validation
4,highlow_1300_1650,9,10,0.001228849,0.0001000886558482,(-0.27335942 / sqrt(alpha_infinity)) + ((sigma * -2.972466e-6) + 1.2000651),-2.972466e-6*sigma + 1.2000651 - 0.27335942/sqrt(alpha_infinity),ok,0.6626458084702901,0.9549551807570663,0,0.03181142138613411,0.024086807322866936,0.19369896318537827,0.828701792371086,validation
4,highlow_1300_1650,10,11,0.0010258132,0.1805922950226172,(((0.6983214 / alpha_infinity) + 0.18006437) - (sigma * 1.920697e-6)) * alpha_infinity,alpha_infinity*(-1.920697e-6*sigma + 0.18006437 + 0.6983214/alpha_infinity),ok,0.6968201873623247,0.9920583181945626,0,0.029296705137815685,0.021435286385478893,0.16969532409920962,0.8547138451651198,validation
4,highlow_1300_1650,11,13,0.0010104268,0.0075564240222304,((0.9547616 / (alpha_infinity + 0.24506886)) - ((sigma * 1.9078323e-6) + -0.10063372)) * alpha_infinity,alpha_infinity*(-(sigma*1.9078323e-6 - 0.10063372) + 0.9547616/(alpha_infinity + 0.24506886)),ok,0.6971491401431005,0.9856444829214586,0,0.029168709088338112,0.021416039838281126,0.16969558495010473,0.8559805699448582,validation
4,highlow_1300_1650,12,14,0.00074700924,0.3020505402991467,(alpha_infinity * (0.16594785 - (sigma * 1.9214228e-6))) + ((sqrt(f) + alpha_infinity) * 0.018046683),alpha_infinity*(0.16594785 - 1.9214228e-6*sigma) + 0.018046683*alpha_infinity + 0.018046683*sqrt(f),ok,0.6565394240060052,1.0320088020958798,18,0.024897360056853723,0.017900341101271568,0.13050463185519623,0.8950715470705629,validation
4,highlow_1300_1650,13,16,0.000694946,0.0361217049148978,((0.18377034 - (sigma * 1.9175293e-6)) * alpha_infinity) + (sqrt(f / 0.16465107) * (0.007408144 - lambda_var)),alpha_infinity*(0.18377034 - 1.9175293e-6*sigma) + 2.46443700476049*sqrt(f)*(0.007408144 - lambda_var),ok,0.654257533629859,1.031490934233723,18,0.024220525028601832,0.017423589272934095,0.1261781276615429,0.9006989648075256,validation
4,highlow_1300_1650,14,18,0.0006932865,0.0011954055177874,((0.18377034 - (sigma * 1.9175293e-6)) * alpha_infinity) + (sqrt((f + 3.8659077) / 0.16465107) * (0.007408144 - lambda_var)),alpha_infinity*(0.18377034 - 1.9175293e-6*sigma) + (0.007408144 - lambda_var)*sqrt(6.07344975043284*f + 23.4793961557614),ok,0.6552182686453405,1.032352069493581,18,0.024163102986778734,0.017332881510971284,0.1271395352252258,0.9011692526278807,validation
4,highlow_1300_1650,15,20,0.0006084851,0.0652354539915717,(((0.16001166 - ((sigma - (0.7986018 / lambda_var)) * 1.9123554e-6)) + (0.3190668 / alpha_infinity)) * alpha_infinity) + (sqrt(f) * 0.010011847),alpha_infinity*(-1.9123554e-6*sigma + 0.16001166 + 1.52721046467972e-6/lambda_var + 0.3190668/alpha_infinity) + 0.010011847*sqrt(f),ok,0.6676833079712139,1.0220241081109522,19,0.023063756668703705,0.016406214042163865,0.14524902081376256,0.9099576617076814,validation
4,highlow_1300_1650,16,22,0.0006039902,0.0037072265240454,(alpha_infinity * ((0.16001166 - ((sigma - (0.7986018 / lambda_var)) * 1.9123554e-6)) + (0.3190668 / alpha_infinity))) + (sqrt(f) * (0.010011847 - lambda_var)),alpha_infinity*(-1.9123554e-6*sigma + 0.16001166 + 1.52721046467972e-6/lambda_var + 0.3190668/alpha_infinity) + sqrt(f)*(0.010011847 - lambda_var),ok,0.6630106484333131,1.0203390881234204,16,0.02307656492956458,0.01658663407285197,0.1413379289869997,0.9098576254466635,validation
4,highlow_1300_1650,17,24,0.00057180447,0.0273804376806445,(alpha_infinity * (((0.15821002 / alpha_infinity) + 0.16423331) - ((sigma - (0.72007114 / lambda_var)) * 1.912096e-6))) + (sqrt(f) * (0.014101051 - (k0_prime / lambda_var))),alpha_infinity*(-1.912096e-6*sigma + 0.16423331 + 1.37684514650944e-6/lambda_var + 0.15821002/alpha_infinity) + sqrt(f)*(-k0_prime/lambda_var + 0.014101051),ok,0.6591473690655301,1.022687630149126,19,0.022124350209710788,0.01548644149245811,0.13293061960923203,0.9171432835670494,validation
4,highlow_1300_1650,18,27,0.0005717743,1.758806115121928e-05,(alpha_infinity * (((0.15821002 / alpha_infinity) + 0.16423331) - (((sigma + sqrt(f)) - (0.72007114 / lambda_var)) * 1.912096e-6))) + (sqrt(f) * (0.014101051 - (k0_prime / lambda_var))),alpha_infinity*(-1.912096e-6*sqrt(f) - 1.912096e-6*sigma + 0.16423331 + 1.37684514650944e-6/lambda_var + 0.15821002/alpha_infinity) + sqrt(f)*(-k0_prime/lambda_var + 0.014101051),ok,0.6590141345975573,1.0225323267344109,19,0.02212317601020974,0.015488133221504899,0.13284652311506528,0.9171520781967168,validation
5,high_1650_2000,1,1,0.00693772,0.0,0.85753536,0.857535360000000,ok,0.85753536,0.85753536,0,0.07958793732833847,0.06734314209369506,0.1573756315909549,-0.011665815967075721,validation
5,high_1650_2000,2,3,0.006937531,1.362137521053194e-05,0.8576197 - lambda_var,0.8576197 - lambda_var,ok,0.8574735746968367,0.8575782705076932,0,0.07958819215838524,0.06734435654349882,0.15739981855967022,-0.011672294417669926,validation
5,high_1650_2000,3,4,0.006930264,0.0010480398167358,0.86711013 - sqrt(lambda_var),0.86711013 - sqrt(lambda_var),ok,0.855021900056653,0.8606735554213292,0,0.07968698512241922,0.06748931217897415,0.1591945630621635,-0.014185434458241941,validation
5,high_1650_2000,4,5,0.0006431238,2.3773159459990785,1.0440251 - (sigma * 3.4181796e-6),1.0440251 - 3.4181796e-6*sigma,ok,0.7217847918125033,0.9910116951842673,0,0.024030872475522935,0.016975935493068642,0.14652060657087107,0.9077679939886063,validation
