left_segment,right_segment,boundary_hz,num_curves,mean_abs_prediction_change,max_abs_prediction_change,mean_abs_teacher_change,mean_abs_excess_change,max_abs_excess_change
low_100_700,midlow_700_1000,700.0,150,0.05008593623204321,0.18724173081069923,0.01857637095590735,0.05060377808805471,0.16033339313347378
midlow_700_1000,midhigh_1000_1300,1000.0,150,0.02361328965215329,0.10902938957364128,0.011900774641079224,0.021641822464922682,0.08300228523026443
midhigh_1000_1300,highlow_1300_1650,1300.0,150,0.03323605728452141,0.14609206880414038,0.0072062958959628965,0.03267722492731623,0.14928584988621474
highlow_1300_1650,high_1650_2000,1650.0,150,0.017232675096137507,0.07120697400966769,0.003592526197644897,0.016148106063947818,0.06166328116843178
