segment_id,segment_name,candidate_index,complexity,pysr_loss,pysr_score,equation,expression_for_eval,eval_status,raw_prediction_min,raw_prediction_max,num_clipped,rmse,mae,max_abs_error,r2
4,highlow_1300_1650,18,22,0.00044423944,0.1098447233336682,0.7051775 - (((sigma / -60.739754) + f) * ((((alpha_infinity * -0.00012074984) - (log(lambda_var) * -5.5610508e-5)) + 0.0004859782) + (phi / sigma))),-(f - 0.0164636820886696*sigma)*(-0.00012074984*alpha_infinity + phi/sigma + 5.5610508e-5*log(lambda_var) + 0.0004859782) + 0.7051775,ok,0.6424409299021417,1.0527245273868235,73,0.020763346256298075,0.015276067508750955,0.15346882693246033,0.9319895104626436
4,highlow_1300_1650,19,26,0.00043868096,0.0031478225199362,(0.6477415 - ((f + (sigma / -60.739582)) * (((0.00019589138 - (log(lambda_var) * -3.0363439e-5)) * alpha_infinity) + (((1.4929984 / sigma) / alpha_infinity) + -7.355315e-5)))) / phi,(-(f - 0.0164637287098881*sigma)*(alpha_infinity*(3.0363439e-5*log(lambda_var) + 0.00019589138) - 7.355315e-5 + 1.4929984/(alpha_infinity*sigma)) + 0.6477415)/phi,ok,0.6407709149593305,1.0610605045614503,84,0.020463860970733078,0.01519192809490011,0.1395842467439723,0.9339372936532339
4,highlow_1300_1650,20,28,0.0004181717,0.0239401462695115,((0.6478913 - (((sigma / -60.73958) + f) * (((1.4929985 / sigma) / alpha_infinity) + (((alpha_infinity * -8.758899e-5) - (log(lambda_var) * -5.0644772e-5)) + 0.0003991774)))) + -0.00017653675) / phi,(-(f - 0.0164637292519968*sigma)*(-8.758899e-5*alpha_infinity + 5.0644772e-5*log(lambda_var) + 0.0003991774 + 1.4929985/(alpha_infinity*sigma)) + 0.64771476325)/phi,ok,0.6411130956422559,1.052011290784005,75,0.020111583970933315,0.015040687887431754,0.13445281150208477,0.9361922014479191
5,high_1650_2000,1,1,0.0068028546,0.0,0.8557636,0.855763600000000,ok,0.8557636,0.8557636,0,0.08240010528074673,0.07130838592654376,0.16508440862648333,-2.7874572925412622e-05
5,high_1650_2000,2,3,0.0068023624,3.617729876815451e-05,0.85595423 - lambda_prime,0.85595423 - lambda_prime,ok,0.8556597105958613,0.8558725031766105,0,0.08239730183095434,0.07130582055291919,0.1651019677241755,4.017097717257112e-05
5,high_1650_2000,3,4,0.0067882165,0.0020817222301718,0.86928743 - sqrt(lambda_prime),0.86928743 - sqrt(lambda_prime),ok,0.8521258623519459,0.8602471411003273,0,0.0823187341473829,0.07123184078943576,0.16545259716329686,0.0019462302573296508
5,high_1650_2000,4,5,0.0006193509,2.3942715262297325,1.0431037 - (sigma * 3.4168684e-6),1.0431037 - 3.4168684e-6*sigma,ok,0.7193727273769619,0.9912487515234992,0,0.02494870283232237,0.017788425491698533,0.19303244217675608,0.9083246635212381
5,high_1650_2000,5,6,0.0005996852,0.0322671432717431,sqrt(1.0610758 - (5.8478754e-6 * sigma)),sqrt(1.0610758 - 5.8478754e-6*sigma),ok,0.7120528270328471,0.9860666789793486,0,0.024549991791391865,0.017563280645759585,0.18785036963260549,0.9112314195403961
5,high_1650_2000,6,8,0.00059843145,0.0010464343831872,sqrt(1.0610758 - ((k0_prime + 5.8478754e-6) * sigma)),sqrt(-sigma*(k0_prime + 5.8478754e-6) + 1.0610758),ok,0.7114057049002518,0.9860121171053432,0,0.0245249072862085,0.017537820810613548,0.18779580775860005,0.9114127294436405
5,high_1650_2000,7,9,0.00048965396,0.2006130445539135,((-0.078431554 / alpha_infinity) + 1.0958414) - (sigma * 3.4074799e-6),-3.4074799e-6*sigma + 1.0958414 - 0.078431554/alpha_infinity,ok,0.6971121258148794,1.0045974967139695,36,0.022099851878814344,0.015387447393175336,0.17153419839172823,0.9280658198485411
5,high_1650_2000,8,11,0.0004893623,0.0002979113019311,(((sigma * -3.4073178e-6) - (0.07842166 / alpha_infinity)) - lambda_prime) + 1.0960187,-lambda_prime + sigma*(-3.4073178e-6) + 1.0960187 - 0.07842166/alpha_infinity,ok,0.6971414024901279,1.0045712849394515,36,0.022093118567874465,0.015380064211583824,0.17151169568079583,0.9281096465147954
5,high_1650_2000,9,12,0.00047457506,0.0306833218341046,(sigma * -3.4102711e-6) - (-1.1078604 - (1.854135 / (log(k0_prime) * alpha_infinity))),-3.4102711e-6*sigma + 1.1078604 + 1.854135/(alpha_infinity*log(k0_prime)),ok,0.6881172487014949,1.0119262176685226,96,0.021671891792831608,0.015037654006477778,0.16418508994753045,0.9308248324613261
5,high_1650_2000,10,13,0.00038798669,0.2014487581943454,((-24.365126 / ((sigma * 0.008324053) * alpha_infinity)) + 1.1437943) - (sigma * 4.41604e-6),-4.41604e-6*sigma + 1.1437943 - 24.365126*120.133785789206/(alpha_infinity*sigma),ok,0.6966995240298947,0.9847680912475629,0,0.0196415035860128,0.014088784537671761,0.16768638105885214,0.9431793714417199
5,high_1650_2000,11,15,0.0003851365,0.0036866090026101,(-24.365124 / (alpha_infinity * ((f + sigma) * 0.0076139304))) + (1.1447785 - (sigma * 4.4022922e-6)),-4.4022922e-6*sigma + 1.1447785 - 24.365124*131.338211339573/(alpha_infinity*(f + sigma)),ok,0.6967066540260171,0.9886803576027637,0,0.019567365274719428,0.013978733422547013,0.16804746157218609,0.9436075092440528
5,high_1650_2000,12,17,0.00037264873,0.0164807918038304,(-24.092072 / (sigma * (alpha_infinity * 0.008781086))) + (1.1386632 - (sigma * ((k0_prime / 0.059597723) + 4.295088e-6))),-sigma*(k0_prime/0.059597723 + 4.295088e-6) + 1.1386632 - 24.092072*113.881130420543/(alpha_infinity*sigma),ok,0.6921939976017523,0.9869662826304714,0,0.019261091640625682,0.01361809308457069,0.16580954645660506,0.9453590341439593
5,high_1650_2000,13,19,0.00037162777,0.0013717491286888,(-24.09224 / (sigma * (alpha_infinity * 0.008481229))) + (1.1415536 - ((4.3167665e-6 + ((k0_prime / -0.7810056) / -0.06900711)) * sigma)),-sigma*(k0_prime/((-0.06900711)*(-0.7810056)) + 4.3167665e-6) + 1.1415536 - 24.09224*117.907440065585/(alpha_infinity*sigma),ok,0.690681241691246,0.9865235671336391,0,0.019231875898362345,0.013620556253957992,0.16606225437183375,0.9455246702036285
5,high_1650_2000,14,20,0.00037035806,0.0034224676214439,((-27.854229 / ((sigma * alpha_infinity) * 0.009715181)) + 1.1414644) - (sigma * (4.2796487e-6 + ((k0_prime + k0_prime) * log(sigma)))),-sigma*(2*k0_prime*log(sigma) + 4.2796487e-6) + 1.1414644 - 2867.08286752455/(alpha_infinity*sigma),ok,0.6905205999899166,0.9861988084711081,0,0.01919705167362379,0.013603754801107877,0.16616854537135306,0.9457217745922626
5,high_1650_2000,15,21,0.00036911917,0.0033507215877876,(-24.092014 / ((alpha_infinity * sigma) * 0.007937757)) + (1.147931 - (sigma * (((k0_prime / (0.4889026 - alpha_infinity)) / -0.06985021) + 4.396503e-6))),-sigma*(k0_prime/((-0.06985021)*(0.4889026 - alpha_infinity)) + 4.396503e-6) + 1.147931 - 24.092014*125.980172988415/(alpha_infinity*sigma),ok,0.6809024048525342,0.9857992585251081,0,0.019156634373320366,0.013571013913500168,0.16871128244999012,0.9459500877719984
5,high_1650_2000,16,23,0.00036881358,0.0004141163506684,(1.1479306 - (sigma * (((k0_prime + k0_prime) / 0.1066569) + 4.3564833e-6))) + (-24.092014 / ((0.007533323 * (alpha_infinity * (sigma + f))) + -2.402197)),-sigma*((k0_prime + k0_prime)/0.1066569 + 4.3564833e-6) + 1.1479306 - 24.092014/(0.007533323*alpha_infinity*(f + sigma) - 2.402197),ok,0.6898984062060248,0.9916340062186927,0,0.01915273099791639,0.013452772733174,0.16855377657222992,0.945972112058667
5,high_1650_2000,17,26,0.00036774855,0.0009639655175166,(1.1479306 - (sigma * (((k0_prime + k0_prime) / 0.1066569) + 4.3564833e-6))) + (-24.092014 / (((0.007533323 * (alpha_infinity * (sigma + f))) + -2.402197) + log(0.007533323))),-sigma*(18.7517169540836*k0_prime + 4.3564833e-6) + 1.1479306 - 24.092014/(0.007533323*alpha_infinity*(f + sigma) - 7.29061603305436),ok,0.6896762662734749,0.9900461350864892,0,0.019119095961289304,0.013491429377395288,0.16799551159078474,0.9461617074043418
5,high_1650_2000,18,27,0.000357096,0.0293947633842786,(1.1330969 - (sigma * (((k0_prime + k0_prime) / 0.12132527) + 4.2324095e-6))) + (-36.82841 / (sqrt(alpha_infinity) + (((0.011333019 * (alpha_infinity + log(alpha_infinity))) * sigma) - -3.3176012))),-sigma*(16.4846119856152*k0_prime + 4.2324095e-6) + 1.1330969 - 36.82841/(sqrt(alpha_infinity) + sigma*(0.011333019*alpha_infinity + 0.011333019*log(alpha_infinity)) + 3.3176012),ok,0.6880523631615758,0.9935002589929363,0,0.018824950033085076,0.013111055630591869,0.16816943961070208,0.9478055606801645
