left_segment,right_segment,boundary_hz,num_curves,mean_abs_prediction_change,max_abs_prediction_change,mean_abs_teacher_change,mean_abs_excess_change,max_abs_excess_change
low_100_700,midlow_700_1000,700.0,1000,0.03615705730704893,0.16175463614181151,0.018872367092844768,0.034214477397426175,0.12490172115140274
midlow_700_1000,midhigh_1000_1300,1000.0,1000,0.043651868560494335,0.13811611017892977,0.012276572134677604,0.037184835934877696,0.11734051024598646
midhigh_1000_1300,highlow_1300_1650,1300.0,1000,0.02235469914284752,0.07304190367659813,0.0073587310737043355,0.02054509110831321,0.06807177592675451
highlow_1300_1650,high_1650_2000,1650.0,1000,0.02390956189914777,0.08320797409114344,0.0036085520775860553,0.022041510207165115,0.07589192895316133
