segment_id,segment_name,lower_hz,upper_hz,equation,complexity,loss,train_rmse,test_rmse,train_mae,test_mae,test_r2,n_rows_used
1,low_100_700,100.0,700.0,lambda_var + sqrt(sqrt(h)),5,0.03848718,0.19618149729095008,0.19689062886331643,0.16241212416519277,0.13747167643241456,-0.7589503318715385,30
2,mid_700_1300,700.0,1300.0,(-0.9174743 / -2.362398) / log(1.8778381),6,0.0154759055,0.1244022331907807,0.10572745254786263,0.11199236387899107,0.08131424024857341,-0.08415954659229619,30
3,high_1300_2000,1300.0,2000.0,lambda_var + 0.85020757,3,0.006103869,0.07812726262816704,0.08330082866505922,0.06446804976312638,0.07457659547726897,-0.1388907969045643,30
