Complexity,Loss,Equation
1,0.024951994,"0.28692827"
3,0.0027705368,"f / 1312.8176"
5,0.0023921288,"(f * 0.00086377974) - 0.047478057"
6,0.001747597,"log(sigma) * (f * 7.085893e-5)"
8,0.001019566,"f * ((log(sigma) * 0.00019913519) - 0.0013871648)"
9,0.0008457923,"((sqrt(f) * 0.0030018564) * log(sigma)) - 0.33192474"
10,0.0005442084,"(((f * 8.0045764e-5) + 0.05424218) * log(sigma)) - 0.6327792"
12,0.0005402163,"(log(sigma) * (((f * 8.0045764e-5) + 0.05409524) + lambda_prime)) - 0.63320416"
14,0.0005110742,"((log(sigma) + (alpha_infinity * 0.22378291)) * ((f * 7.757242e-5) + 0.054732002)) - 0.6570894"
17,0.0005079738,"((((f * 7.811898e-5) + lambda_prime) + 0.054729693) * ((alpha_infinity * sqrt(h)) + log(sigma))) - 0.65483636"
18,0.00049591117,"(((f * (((lambda_prime * alpha_infinity) * (alpha_infinity * 0.0063268924)) + 7.7131204e-5)) + 0.054542534) * log(sigma)) - 0.6361148"
21,0.00049302535,"((0.05901947 + ((((((alpha_infinity * lambda_prime) * alpha_infinity) - lambda_var) / sqrt(sigma)) + 7.79304e-5) * f)) * log(sigma)) - 0.6844834"
23,0.0004760353,"(log(sigma) * ((f * (((alpha_infinity / sqrt(sigma)) * (lambda_prime * alpha_infinity)) + 7.368661e-5)) + (0.06239647 + (-0.38181257 / f)))) + -0.68898743"
25,0.00047583462,"((log(sigma) * ((((alpha_infinity * (alpha_infinity * (lambda_prime / sqrt(sigma)))) + 6.8579175e-5) * f) + (0.056761272 + (-0.26525667 / f)))) + -0.63412887) / phi"
27,0.00047583305,"((log(sigma + -0.5072861) * (((((alpha_infinity * (alpha_infinity * (lambda_prime / sqrt(sigma)))) + 6.8579175e-5) * f) + 0.056761272) + (-0.26525667 / f))) + -0.63412887) / phi"
